title,date_raw,source_code,body,sentiment,sentiment_score,sentiment_confidence,sentiment_rationale,sentiment_raw
"DBS Bank Adjusts Price Target on Apple to $273.30 From $210, Maintains Hold Rating",Nov. 06,MT,"DBS Bank Adjusts Price Target on Apple to $273.30 From $210, Maintains Hold Rating",bullish,0.85,0.9,The headline indicates a positive price adjustment – a reduction in the target price. This suggests increased optimism regarding Apple's future earnings and stock value.,"```json
{
  ""sentiment"": ""bullish"",
  ""score"": 0.85,
  ""confidence"": 0.9,
  ""rationale"": ""The headline indicates a positive price adjustment – a reduction in the target price. This suggests increased optimism regarding Apple's future earnings and stock value.""
}
```"
"Analyst recommendations: Fiserv, Alphabet, AMD, Dupont De Nemours, Palantir…",Nov. 05,Zonebourse,"Analyst recommendations: Fiserv, Alphabet, AMD, Dupont De Nemours, Palantir…",bullish,0.75,0.8,"The headline mentions 'Apple' but doesn't provide specific positive or negative implications for its future performance. It's a general overview of analyst recommendations, suggesting potential improvements or increased investor confidence.","```json
{
  ""sentiment"": ""bullish"",
  ""score"": 0.75,
  ""confidence"": 0.8,
  ""rationale"": ""The headline mentions 'Apple' but doesn't provide specific positive or negative implications for its future performance. It's a general overview of analyst recommendations, suggesting potential improvements or increased investor confidence.""
}
```"
"CICC Adjusts Price Target on Apple to $310 From $260, Maintains Outperform Rating",Nov. 04,MT,"CICC Adjusts Price Target on Apple to $310 From $260, Maintains Outperform Rating",bullish,0.95,0.9,"The headline indicates a significant price increase (from $260 to $310) for Apple, suggesting strong optimism about the company's future earnings and growth prospects. This aligns with bullish sentiment regarding Apple's prospects.","```json
{
  ""sentiment"": ""bullish"",
  ""score"": 0.95,
  ""confidence"": 0.9,
  ""rationale"": ""The headline indicates a significant price increase (from $260 to $310) for Apple, suggesting strong optimism about the company's future earnings and growth prospects. This aligns with bullish sentiment regarding Apple's prospects.""
}
```"
"New Street Adjusts Price Target on Apple to $270 From $220, Maintains Neutral Rating",Nov. 03,MT,"New Street Adjusts Price Target on Apple to $270 From $220, Maintains Neutral Rating",bullish,0.85,0.9,The headline indicates a price increase (from $220 to $270) which suggests positive expectations for Apple's future earnings and valuation.,"```json
{
  ""sentiment"": ""bullish"",
  ""score"": 0.85,
  ""confidence"": 0.9,
  ""rationale"": ""The headline indicates a price increase (from $220 to $270) which suggests positive expectations for Apple's future earnings and valuation.""
}
```"
APPLE INC : JP Morgan reaffirms its Buy rating,Nov. 03,ZD,APPLE INC : JP Morgan reaffirms its Buy rating,bullish,0.92,0.95,"The headline explicitly states a reaffirmation of a Buy rating, indicating a positive outlook for Apple's stock performance. This suggests increased confidence in the company's future prospects.","```json
{
  ""sentiment"": ""bullish"",
  ""score"": 0.92,
  ""confidence"": 0.95,
  ""rationale"": ""The headline explicitly states a reaffirmation of a Buy rating, indicating a positive outlook for Apple's stock performance. This suggests increased confidence in the company's future prospects.""
}
```"
"Apple to See Multiple Tailwinds Into 2026 on Impressive Gross Margin Upside, BofA Says",Oct. 31,MT,"Apple to See Multiple Tailwinds Into 2026 on Impressive Gross Margin Upside, BofA Says",bullish,0.85,0.9,"The headline highlights significant revenue growth (multiple tailwinds), strong gross margins, and a positive outlook for the future. This all points to strong future performance, suggesting a bullish outlook for AAPL.","```json
{
  ""sentiment"": ""bullish"",
  ""score"": 0.85,
  ""confidence"": 0.9,
  ""rationale"": ""The headline highlights significant revenue growth (multiple tailwinds), strong gross margins, and a positive outlook for the future. This all points to strong future performance, suggesting a bullish outlook for AAPL.""
}
```"
"HSBC Adjusts Price Target on Apple to $250 From $220, Maintains Hold Rating",Oct. 31,MT,"HSBC Adjusts Price Target on Apple to $250 From $220, Maintains Hold Rating",bullish,0.85,0.9,"The headline indicates a revised price target upward, suggesting positive expectations for Apple’s future performance. The adjustment from $220 to $250 is a significant increase, signaling strong optimism.","```json
{
  ""sentiment"": ""bullish"",
  ""score"": 0.85,
  ""confidence"": 0.9,
  ""rationale"": ""The headline indicates a revised price target upward, suggesting positive expectations for Apple’s future performance. The adjustment from $220 to $250 is a significant increase, signaling strong optimism.""
}
```"
APPLE INC : UBS remains Neutral,Oct. 31,ZD,APPLE INC : UBS remains Neutral,bullish,0.75,0.9,"The headline indicates UBS's neutral outlook, suggesting a potential positive outlook for Apple's stock performance. While UBS remains neutral, the context implies a favorable situation for AAPL.","```json
{
  ""sentiment"": ""bullish"",
  ""score"": 0.75,
  ""confidence"": 0.9,
  ""rationale"": ""The headline indicates UBS's neutral outlook, suggesting a potential positive outlook for Apple's stock performance. While UBS remains neutral, the context implies a favorable situation for AAPL.""
}
```"
"Argus Adjusts Price Target on Apple to $325 From $280, Maintains Buy Rating",Oct. 31,MT,"Argus Adjusts Price Target on Apple to $325 From $280, Maintains Buy Rating",bullish,0.85,0.9,"The headline indicates a price increase (from $280 to $325) suggests a positive outlook for Apple's stock, aligning with bullish sentiment.","```json
{
  ""sentiment"": ""bullish"",
  ""score"": 0.85,
  ""confidence"": 0.9,
  ""rationale"": ""The headline indicates a price increase (from $280 to $325) suggests a positive outlook for Apple's stock, aligning with bullish sentiment.""
}
```"
"Rosenblatt Securities Adjusts Apple Price Target to $250 From $241, Maintains Neutral Rating",Oct. 31,MT,"Rosenblatt Securities Adjusts Apple Price Target to $250 From $241, Maintains Neutral Rating",bullish,0.85,0.9,The headline explicitly states a price target increase ($250 from $241) suggests a positive outlook for Apple's future earnings and valuation.,"```json
{
  ""sentiment"": ""bullish"",
  ""score"": 0.85,
  ""confidence"": 0.9,
  ""rationale"": ""The headline explicitly states a price target increase ($250 from $241) suggests a positive outlook for Apple's future earnings and valuation.""
}
```"
"Bernstein Adjusts Apple Price Target to $325 From $290, Maintains Outperform Rating",Oct. 31,MT,"Bernstein Adjusts Apple Price Target to $325 From $290, Maintains Outperform Rating",bullish,0.85,0.9,"The headline explicitly states an upward price target adjustment, suggesting positive expectations for Apple's future performance.  The adjustment of $325 from $290 indicates a strengthening outlook.","```json
{
  ""sentiment"": ""bullish"",
  ""score"": 0.85,
  ""confidence"": 0.9,
  ""rationale"": ""The headline explicitly states an upward price target adjustment, suggesting positive expectations for Apple's future performance.  The adjustment of $325 from $290 indicates a strengthening outlook.""
}
```"
"Goldman Sachs Adjusts Price Target on Apple to $320 From $279, Maintains Buy Rating",Oct. 31,MT,"Goldman Sachs Adjusts Price Target on Apple to $320 From $279, Maintains Buy Rating",bullish,0.85,0.9,"The headline explicitly states a price increase ($320) from $279, indicating a positive outlook for AAPL's future performance. Goldman Sachs's adjusted target is a significant upgrade, suggesting stronger growth potential.","```json
{
  ""sentiment"": ""bullish"",
  ""score"": 0.85,
  ""confidence"": 0.9,
  ""rationale"": ""The headline explicitly states a price increase ($320) from $279, indicating a positive outlook for AAPL's future performance. Goldman Sachs's adjusted target is a significant upgrade, suggesting stronger growth potential.""
}
```"
"JPMorgan Adjusts Price Target on Apple to $305 From $290, Maintains Overweight Rating",Oct. 31,MT,"JPMorgan Adjusts Price Target on Apple to $305 From $290, Maintains Overweight Rating",bullish,0.85,0.9,"The headline explicitly states a price target increase, indicating a positive outlook for Apple's future stock performance. The adjustment from $290 to $305 suggests a higher expectation, suggesting a bullish trend.","```json
{
  ""sentiment"": ""bullish"",
  ""score"": 0.85,
  ""confidence"": 0.9,
  ""rationale"": ""The headline explicitly states a price target increase, indicating a positive outlook for Apple's future stock performance. The adjustment from $290 to $305 suggests a higher expectation, suggesting a bullish trend.""
}
```"
"Baird Adjusts Price Target on Apple to $300 From $280, Maintains Outperform Rating",Oct. 31,MT,"Baird Adjusts Price Target on Apple to $300 From $280, Maintains Outperform Rating",bullish,0.95,0.9,"The headline indicates a significant increase in Apple's target price, suggesting strong positive expectations for its future performance. The adjustment from $280 to $300 demonstrates a rising bullish outlook.","```json
{
  ""sentiment"": ""bullish"",
  ""score"": 0.95,
  ""confidence"": 0.9,
  ""rationale"": ""The headline indicates a significant increase in Apple's target price, suggesting strong positive expectations for its future performance. The adjustment from $280 to $300 demonstrates a rising bullish outlook.""
}
```"
"Citigroup Adjusts Price Target on Apple to $315 From $245, Maintains Buy Rating",Oct. 31,MT,"Citigroup Adjusts Price Target on Apple to $315 From $245, Maintains Buy Rating",bullish,0.85,0.9,"The headline indicates a significant increase in Apple's price target, suggesting strong investor confidence and expectations for future growth.  This aligns with a bullish sentiment regarding AAPL.","```json
{
  ""sentiment"": ""bullish"",
  ""score"": 0.85,
  ""confidence"": 0.9,
  ""rationale"": ""The headline indicates a significant increase in Apple's price target, suggesting strong investor confidence and expectations for future growth.  This aligns with a bullish sentiment regarding AAPL.""
}
```"
Apple iPhone Sales Are a 'Little Light': D.A. Davidson's Luria,Oct. 30,MT,Apple iPhone Sales Are a 'Little Light': D.A. Davidson's Luria,bullish,0.75,0.85,The headline emphasizes a 'little light' - a positive signal often interpreted as increased sales and a favorable outlook. This suggests investors anticipate stronger growth for Apple's iPhone business.,"```json
{
  ""sentiment"": ""bullish"",
  ""score"": 0.75,
  ""confidence"": 0.85,
  ""rationale"": ""The headline emphasizes a 'little light' - a positive signal often interpreted as increased sales and a favorable outlook. This suggests investors anticipate stronger growth for Apple's iPhone business.""
}
```"
"Teradyne Seeing 'Big' Upside, Gaining Share Across Applications, UBS Says",Oct. 30,MT,"Teradyne Seeing 'Big' Upside, Gaining Share Across Applications, UBS Says",bullish,0.85,0.9,"The headline explicitly mentions a significant upside for Teradyne, suggesting a positive outlook for their stock. The mention of Nvidia’s optionality further strengthens the positive sentiment and anticipates higher performance.","```json
{
  ""sentiment"": ""bullish"",
  ""score"": 0.85,
  ""confidence"": 0.9,
  ""rationale"": ""The headline explicitly mentions a significant upside for Teradyne, suggesting a positive outlook for their stock. The mention of Nvidia’s optionality further strengthens the positive sentiment and anticipates higher performance.""
}
```"
"BofA Securities Adjusts Price Target on Apple to $320 From $270, Maintains Buy Rating",Oct. 29,MT,"BofA Securities Adjusts Price Target on Apple to $320 From $270, Maintains Buy Rating",bullish,0.92,0.95,The headline indicates a significant price increase (from $270 to $320) suggesting strong optimism about Apple's future earnings and market position. This aligns with a bullish outlook.,"```json
{
  ""sentiment"": ""bullish"",
  ""score"": 0.92,
  ""confidence"": 0.95,
  ""rationale"": ""The headline indicates a significant price increase (from $270 to $320) suggesting strong optimism about Apple's future earnings and market position. This aligns with a bullish outlook.""
}
```"
"Analyst recommendations: Confluent, Crowdstrike Holdings, Fox Corporation, Oracle, Apple…",Oct. 28,Zonebourse,"Analyst recommendations: Confluent, Crowdstrike Holdings, Fox Corporation, Oracle, Apple…",bullish,0.75,0.9,"The headlines collectively suggest a positive outlook for Apple, with recommendations for Confluent, Crowdstrike, Fox, Oracle, and Apple itself. This signals expectations of increased stock value.","```json
{
  ""sentiment"": ""bullish"",
  ""score"": 0.75,
  ""confidence"": 0.9,
  ""rationale"": ""The headlines collectively suggest a positive outlook for Apple, with recommendations for Confluent, Crowdstrike, Fox, Oracle, and Apple itself. This signals expectations of increased stock value.""
}
```"
APPLE INC : Sell rating from Jefferies,Oct. 27,ZD,APPLE INC : Sell rating from Jefferies,bearish,-0.8,0.95,"The 'Sell' rating from Jefferies indicates a significant downward outlook for Apple's stock, suggesting a bearish outlook on its future performance.","```json
{
  ""sentiment"": ""bearish"",
  ""score"": -0.8,
  ""confidence"": 0.95,
  ""rationale"": ""The 'Sell' rating from Jefferies indicates a significant downward outlook for Apple's stock, suggesting a bearish outlook on its future performance.""
}
```"
"JPMorgan Adjusts Price Target on Apple to $290 From $280, Maintains Overweight Rating",Oct. 27,MT,"JPMorgan Adjusts Price Target on Apple to $290 From $280, Maintains Overweight Rating",bullish,0.85,0.9,The headline explicitly states a price target increase (from $280 to $290) suggests a positive outlook for Apple's stock price.,"```json
{
  ""sentiment"": ""bullish"",
  ""score"": 0.85,
  ""confidence"": 0.9,
  ""rationale"": ""The headline explicitly states a price target increase (from $280 to $290) suggests a positive outlook for Apple's stock price.""
}
```"
ROI-AI bubble isn't near a peak. It's only at 'base camp': Jen,Oct. 22,RE,ROI-AI bubble isn't near a peak. It's only at 'base camp': Jen,bullish,0.85,0.9,"The headline highlights a potential slowdown in AI enthusiasm, suggesting a lack of future growth potential for Apple's core business. This is generally interpreted as a positive for AAPL, indicating a reassessment of investment strategy.","```json
{
  ""sentiment"": ""bullish"",
  ""score"": 0.85,
  ""confidence"": 0.9,
  ""rationale"": ""The headline highlights a potential slowdown in AI enthusiasm, suggesting a lack of future growth potential for Apple's core business. This is generally interpreted as a positive for AAPL, indicating a reassessment of investment strategy.""
}
```"
"Apple Finds Success With iPhone 17; Fiscal Q4 Revenue Beat Expected, Wedbush Says",Oct. 21,MT,"Apple Finds Success With iPhone 17; Fiscal Q4 Revenue Beat Expected, Wedbush Says",bullish,0.95,0.9,"The headline explicitly discusses success with iPhone 17 and a revenue beat, signaling optimistic prospects for Apple's future earnings.","```json
{
  ""sentiment"": ""bullish"",
  ""score"": 0.95,
  ""confidence"": 0.9,
  ""rationale"": ""The headline explicitly discusses success with iPhone 17 and a revenue beat, signaling optimistic prospects for Apple's future earnings.""
}
```"
"Phillip Securities Downgrades Apple to Reduce From Neutral, Price Target is $200",Oct. 21,MT,"Phillip Securities Downgrades Apple to Reduce From Neutral, Price Target is $200",bullish,0.85,0.9,"The downgrade and price target decrease significantly suggest a potential increase in AAPL's stock price.  Downgrades often signal weakening sentiment, and a revised target indicates optimism about future growth, making this a positive signal.","```json
{
  ""sentiment"": ""bullish"",
  ""score"": 0.85,
  ""confidence"": 0.9,
  ""rationale"": ""The downgrade and price target decrease significantly suggest a potential increase in AAPL's stock price.  Downgrades often signal weakening sentiment, and a revised target indicates optimism about future growth, making this a positive signal.""
}
```"
Wall Street Advances as Apple Hits Record High; Earnings Calendar in Focus,Oct. 20,MT,Wall Street Advances as Apple Hits Record High; Earnings Calendar in Focus,bullish,0.85,0.9,"The headline explicitly mentions ""record high"" and ""impressive gross margin upsides,"" indicating strong positive expectations for Apple’s future earnings and profitability, suggesting a bullish outlook.","```json
{
  ""sentiment"": ""bullish"",
  ""score"": 0.85,
  ""confidence"": 0.9,
  ""rationale"": ""The headline explicitly mentions \""record high\"" and \""impressive gross margin upsides,\"" indicating strong positive expectations for Apple’s future earnings and profitability, suggesting a bullish outlook.""
}
```"
APPLE INC : Sell rating from Jefferies,Oct. 20,ZD,APPLE INC : Sell rating from Jefferies,bearish,-0.8,0.9,"The headline explicitly indicates a Sell rating, suggesting a negative outlook for Apple's future performance.  This is a strong indicator of pessimism.","```json
{
  ""sentiment"": ""bearish"",
  ""score"": -0.8,
  ""confidence"": 0.9,
  ""rationale"": ""The headline explicitly indicates a Sell rating, suggesting a negative outlook for Apple's future performance.  This is a strong indicator of pessimism.""
}
```"
"Loop Capital Upgrades Apple to Buy From Hold, Adjusts Price Target to $315 From $226",Oct. 20,MT,"Loop Capital Upgrades Apple to Buy From Hold, Adjusts Price Target to $315 From $226",bullish,0.95,0.9,"The headline indicates a significant price increase (from $226 to $315) by Loop Capital, suggesting strong optimism for Apple's future earnings and growth prospects.","```json
{
  ""sentiment"": ""bullish"",
  ""score"": 0.95,
  ""confidence"": 0.9,
  ""rationale"": ""The headline indicates a significant price increase (from $226 to $315) by Loop Capital, suggesting strong optimism for Apple's future earnings and growth prospects.""
}
```"
"Teradyne Shows Core Strength But Upside Hinges on Nvidia Optionality, Morgan Stanley Says",Oct. 14,MT,"Teradyne Shows Core Strength But Upside Hinges on Nvidia Optionality, Morgan Stanley Says",bullish,0.75,0.8,"The headline highlights a positive outlook for Teradyne's core strength, specifically emphasizing the reliance on Nvidia's optionality. This suggests a strong potential for future growth, indicating a bullish sentiment towards AAPL's future performance.","```json
{
  ""sentiment"": ""bullish"",
  ""score"": 0.75,
  ""confidence"": 0.8,
  ""rationale"": ""The headline highlights a positive outlook for Teradyne's core strength, specifically emphasizing the reliance on Nvidia's optionality. This suggests a strong potential for future growth, indicating a bullish sentiment towards AAPL's future performance.""
}
```"
APPLE INC : Jefferies reiterates its Sell rating,Oct. 13,ZD,APPLE INC : Jefferies reiterates its Sell rating,bullish,0.85,0.9,"The headline indicates a downgrade by Jefferies, which is typically a negative signal for Apple stock. This suggests a potential decline in future performance.","```json
{
  ""sentiment"": ""bullish"",
  ""score"": 0.85,
  ""confidence"": 0.9,
  ""rationale"": ""The headline indicates a downgrade by Jefferies, which is typically a negative signal for Apple stock. This suggests a potential decline in future performance.""
}
```"
APPLE INC : UBS reiterates its Neutral rating,Oct. 08,ZD,APPLE INC : UBS reiterates its Neutral rating,neutral,0.0,0.95,The headline simply states UBS is maintaining its Neutral rating. There’s no explicit positive or negative outlook regarding Apple’s future performance.,"```json
{
  ""sentiment"": ""neutral"",
  ""score"": 0.0,
  ""confidence"": 0.95,
  ""rationale"": ""The headline simply states UBS is maintaining its Neutral rating. There’s no explicit positive or negative outlook regarding Apple’s future performance.""
}
```"
"Arete Adjusts Price Target on Apple to $277 From $250, Maintains Buy Rating",Oct. 07,MT,"Arete Adjusts Price Target on Apple to $277 From $250, Maintains Buy Rating",bullish,0.95,0.9,"The headline explicitly states a price target increase (to $277) and maintains a buy rating, indicating strong positive expectations for Apple's future stock performance.","```json
{
  ""sentiment"": ""bullish"",
  ""score"": 0.95,
  ""confidence"": 0.9,
  ""rationale"": ""The headline explicitly states a price target increase (to $277) and maintains a buy rating, indicating strong positive expectations for Apple's future stock performance.""
}
```"
APPLE INC : Downgraded from Neutral to Sell by Jefferies,Oct. 03,ZD,APPLE INC : Downgraded from Neutral to Sell by Jefferies,bullish,0.85,0.9,"The headline explicitly states a 'Sell rating' from Jefferies, indicating a negative outlook for Apple's future performance. This signals a significant bearish sentiment.","```json
{
  ""sentiment"": ""bullish"",
  ""score"": 0.85,
  ""confidence"": 0.9,
  ""rationale"": ""The headline explicitly states a 'Sell rating' from Jefferies, indicating a negative outlook for Apple's future performance. This signals a significant bearish sentiment.""
}
```"
"Apple's iPhone Shipments to Rise Amid Strong Demand for Latest Series, Morgan Stanley Says",Oct. 02,MT,"Apple's iPhone Shipments to Rise Amid Strong Demand for Latest Series, Morgan Stanley Says",bullish,0.85,0.9,"The headline explicitly mentions strong demand and a rise in shipments, indicating positive future prospects for Apple's iPhone business. Morgan Stanley's endorsement further strengthens this positive outlook.","```json
{
  ""sentiment"": ""bullish"",
  ""score"": 0.85,
  ""confidence"": 0.9,
  ""rationale"": ""The headline explicitly mentions strong demand and a rise in shipments, indicating positive future prospects for Apple's iPhone business. Morgan Stanley's endorsement further strengthens this positive outlook.""
}
```"
"Analyst recommendations: Corteva, Dell, Electronic Arts, Nike, Apple…",Oct. 02,Zonebourse,"Analyst recommendations: Corteva, Dell, Electronic Arts, Nike, Apple…",bullish,0.75,0.8,"The headline includes a list of numerous companies, suggesting a broader market focus rather than a specific focus on Apple.  While there's no explicit positive mention, the presence of competitors like Corteva, Dell, etc., implies a positive outlook for Apple's performance compared to these other sectors.","```json
{
  ""sentiment"": ""bullish"",
  ""score"": 0.75,
  ""confidence"": 0.8,
  ""rationale"": ""The headline includes a list of numerous companies, suggesting a broader market focus rather than a specific focus on Apple.  While there's no explicit positive mention, the presence of competitors like Corteva, Dell, etc., implies a positive outlook for Apple's performance compared to these other sectors.""
}
```"
Seaport Global Initiates Apple at Buy With $310 Price Target,Oct. 01,MT,Seaport Global Initiates Apple at Buy With $310 Price Target,bullish,0.85,0.95,"The headline explicitly states an upgrade from Goldman Sachs, which is a positive signal for AAPL's future performance. The $310 price target is also a substantial increase, suggesting strong optimism.","```json
{
  ""sentiment"": ""bullish"",
  ""score"": 0.85,
  ""confidence"": 0.95,
  ""rationale"": ""The headline explicitly states an upgrade from Goldman Sachs, which is a positive signal for AAPL's future performance. The $310 price target is also a substantial increase, suggesting strong optimism.""
}
```"
APPLE INC : Jefferies is Neutral,Sep. 29,ZD,APPLE INC : Jefferies is Neutral,bullish,0.75,0.9,"The headline explicitly states Jefferies is neutral, indicating a lack of positive outlook for Apple's future stock performance.  This suggests a potential for upward movement.","```json
{
  ""sentiment"": ""bullish"",
  ""score"": 0.75,
  ""confidence"": 0.9,
  ""rationale"": ""The headline explicitly states Jefferies is neutral, indicating a lack of positive outlook for Apple's future stock performance.  This suggests a potential for upward movement.""
}
```"
Tech Ticks Down as AI Enthusiasm Persists - Tech Roundup,Sep. 25,DJ,Tech Ticks Down as AI Enthusiasm Persists - Tech Roundup,bullish,0.85,0.9,"The headline discusses AI enthusiasm, which generally points to positive future growth for Apple's technology sector, indicating a bullish outlook.","```json
{
  ""sentiment"": ""bullish"",
  ""score"": 0.85,
  ""confidence"": 0.9,
  ""rationale"": ""The headline discusses AI enthusiasm, which generally points to positive future growth for Apple's technology sector, indicating a bullish outlook.""
}
```"
